item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q167724,Guido de Marco,Maltese politician (1931-2010),Q6581097,male,1931-07-22,11,2010-08-12,11
Q38220741,Ian Borg,Maltese politician,Q6581097,male,,,,
Q549456,Joe Borg,Maltese businessman and politician,Q6581097,male,1952-03-19,11,,
Q23062759,Joe Fenech,politician,Q6581097,male,1931-04-02,11,2005-03-24,11
Q518375,John Dalli,Maltese politician,Q6581097,male,1948-10-05,11,,
Q108384529,Joseph Abela,Maltese politician,Q6581097,male,1922-01-01,9,,
Q108384965,Joseph Brincat,Maltese politician,Q6581097,male,1944-01-01,9,,
Q1397679,Joseph Howard,Maltese politician (1862-1925),Q6581097,male,1862-12-04,11,1925-05-20,11
Q938224,Joseph Muscat,former Prime Minister of Malta,Q6581097,male,1974-01-22,11,,
Q37861244,Josè Herrera,Maltese politician,Q6581097,male,,,,
Q37861162,Julia Farrugia Portelli,Maltese politician,Q6581072,female,,,,
Q37861067,Justyne Caruana,Maltese politician,Q6581072,female,,,,
Q1043593,Karmenu Mifsud Bonnici,Maltese politician (born 1933),Q6581097,male,1933-07-17,11,,
Q57620,Lawrence Gonzi,Maltese politician,Q6581097,male,1953-07-01,11,,
Q9021468,Leo Brincat,politician,Q6581097,male,1949-01-01,9,,
Q7214825,Lino Spiteri,Maltese politician,Q6581097,male,1938-09-23,11,2014-11-14,11
Q1871727,Louis Grech,Maltese politician,Q6581097,male,1947-03-22,11,,
Q6830205,Michael Falzon,Maltese politician (PL),Q6581097,male,1961-11-16,11,,
Q37861149,Michael Farrugia,Maltese politician,Q6581097,male,,,,
Q1275788,Michael Frendo,Maltese politician,Q6581097,male,1955-07-29,11,,
Q19367343,Michael Refalo,Maltese politician,Q6581097,male,1936-02-25,11,2015-02-03,11
Q17315715,Miriam Dalli,Maltese politician,Q6581072,female,1976-05-19,11,,
Q16199692,Owen Bonnici,Maltese politician,Q6581097,male,1980-05-24,11,,
Q736796,Paul Boffa,Prime Minister of Malta (1890-1962),Q6581097,male,1890-06-30,11,1962-07-06,11
Q37860840,Robert Abela,Maltese politician,Q6581097,male,1977-12-07,11,,
Q20949398,Roderick Galdes,Maltese politician,Q6581097,male,,,,
Q23881652,Silvio Schembri,Maltese politician,Q6581097,male,1985-05-21,11,,
Q108384518,Tommaso Caruana Demajo,Maltese politician,Q6581097,male,1910-01-01,9,1973-01-01,9
Q58176,Tonio Borg,politician,Q6581097,male,1957-05-12,11,,
Q247348,Tonio Fenech,Maltese politician,Q6581097,male,1969-05-05,11,,
Q1396581,Ugo Pasquale Mifsud,Prime Minister of Malta (1889-1942),Q6581097,male,1889-09-12,11,1942-02-11,11
Q15651378,Wistin Abela,Maltese politician,Q6581097,male,1933-10-19,11,2014-01-20,11
Q167937,Ċensu Tabone,President of Malta (1913-2012),Q6581097,male,1913-03-30,11,2012-03-14,11
Q18536886,Ġużè Cassar,politician,Q6581097,male,1918-01-22,11,2001-11-27,11
